Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,product description (product.metafields.custom.product_description),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
you-got-this-edition-1,,,,,,,,,"Large - 36"" x 24""",,,Metal,,,,,,4535.9237,,0,continue,manual,439.00,539.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,107.00,,,,,,,
you-got-this-edition-1,,,,,,,,,"Large - 36"" x 24""",,,Wood,,,,,,4535.9237,,0,continue,manual,499.00,599.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,127.00,,,,,,,
you-got-this-edition-2,You Got This Edition 2,"<div style=""text-align: center;"">
<span data-mce-fragment=""1"">A true appreciation of </span><strong data-mce-fragment=""1"">mirror wall art</strong><span data-mce-fragment=""1""> of your personal favorite styles! This is a chance to make your </span><strong data-mce-fragment=""1"">statement</strong><span data-mce-fragment=""1""> and see yourself through a <strong>polished</strong> smooth surface of what you </span><strong data-mce-fragment=""1"">love</strong><span data-mce-fragment=""1"">! </span>
</div>
<div style=""text-align: center;""><span data-mce-fragment=""1""></span></div>
<div style=""text-align: center;""><span data-mce-fragment=""1"">Mirror Exhibit products are like no other. </span></div>",MirrorExhibit,,Misc,"Apparel, Art, Bathrooms, Brand, Clothing, Decor, Definition, Definitions, Drive, Garage, Gimmick, High Fashion, Home, Luxury, Mirror, Misc, Modern, Motivational, Office, Positive, Quotes, Reference, Shoes, Wall Art",true,Size,"Small - 12"" x 12""",,Frame,Metal,,,,,,2267.96185,,0,continue,manual,139.00,189.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/WhitebackgroundMirror-yougothis1_vertical.png?v=1693283739,1,"",false,,,,,,,,,,,,,,,,,,lb,,42.00,true,,,true,,,active
you-got-this-edition-2,,,,,,,,,"Small - 12"" x 12""",,,Wood,,,,,,2267.96185,,0,continue,manual,179.00,239.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/LivingAreaMirror-yougotthis1_vertical.png?v=1693283739,2,"",,,,,,,,,,,,,,,,,,,lb,,55.00,,,,,,,
you-got-this-edition-2,,,,,,,,,"Medium  - 24"" x 18""",,,Metal,,,,,,6803.88555,,0,continue,manual,309.00,389.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/OfficeAreaMirror-yougotthis1_vertical.png?v=1693283739,3,"",,,,,,,,,,,,,,,,,,,lb,,72.00,,,,,,,
you-got-this-edition-2,,,,,,,,,"Medium  - 24"" x 18""",,,Wood,,,,,,6803.88555,,0,continue,manual,359.00,429.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/BathroomMirror-yougothis1_vertical.png?v=1693283739,4,"",,,,,,,,,,,,,,,,,,,lb,,86.00,,,,,,,
you-got-this-edition-2,,,,,,,,,"Large - 36"" x 24""",,,Metal,,,,,,4535.9237,,0,continue,manual,439.00,539.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,107.00,,,,,,,
you-got-this-edition-2,,,,,,,,,"Large - 36"" x 24""",,,Wood,,,,,,4535.9237,,0,continue,manual,499.00,599.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,127.00,,,,,,,
you-are-better,You Are Better...,"<div style=""text-align: center;"">
<span data-mce-fragment=""1"">A true appreciation of </span><strong data-mce-fragment=""1"">mirror wall art</strong><span data-mce-fragment=""1""> of your personal favorite styles! This is a chance to make your </span><strong data-mce-fragment=""1"">statement</strong><span data-mce-fragment=""1""> and see yourself through a <strong>polished</strong> smooth surface of what you </span><strong data-mce-fragment=""1"">love</strong><span data-mce-fragment=""1"">! </span>
</div>
<div style=""text-align: center;""><span data-mce-fragment=""1""></span></div>
<div style=""text-align: center;""><span data-mce-fragment=""1"">Mirror Exhibit products are like no other. </span></div>",MirrorExhibit,,Misc,"Apparel, Art, Bathrooms, Brand, Clothing, Decor, Definition, Definitions, Drive, Garage, Gimmick, High Fashion, Home, Luxury, Mirror, Misc, Modern, Motivational, Office, Positive, Quotes, Reference, Shoes, Wall Art",true,Size,"Small - 12"" x 12""",,Frame,Metal,,,,,,2267.96185,,0,continue,manual,139.00,189.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/WhitebackgroundMirror-youare_vertical.png?v=1693283685,1,"",false,,,,,,,,,,,,,,,,,,lb,,42.00,true,,,true,,,active
you-are-better,,,,,,,,,"Small - 12"" x 12""",,,Wood,,,,,,2267.96185,,0,continue,manual,179.00,239.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/LivingAreaMirror-youare_vertical.png?v=1693283685,2,"",,,,,,,,,,,,,,,,,,,lb,,55.00,,,,,,,
you-are-better,,,,,,,,,"Medium  - 24"" x 18""",,,Metal,,,,,,6803.88555,,0,continue,manual,309.00,389.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/OfficeAreaMirror_youare_vertical.png?v=1693283685,3,"",,,,,,,,,,,,,,,,,,,lb,,72.00,,,,,,,
you-are-better,,,,,,,,,"Medium  - 24"" x 18""",,,Wood,,,,,,6803.88555,,0,continue,manual,359.00,429.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/BathroomMirror_youare_vertical.png?v=1693283685,4,"",,,,,,,,,,,,,,,,,,,lb,,86.00,,,,,,,
you-are-better,,,,,,,,,"Large - 36"" x 24""",,,Metal,,,,,,4535.9237,,0,continue,manual,439.00,539.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,107.00,,,,,,,
you-are-better,,,,,,,,,"Large - 36"" x 24""",,,Wood,,,,,,4535.9237,,0,continue,manual,499.00,599.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,127.00,,,,,,,
wash-your-hands,Wash Your Hands,"<div style=""text-align: center;"">
<span data-mce-fragment=""1"">A true appreciation of </span><strong data-mce-fragment=""1"">mirror wall art</strong><span data-mce-fragment=""1""> of your personal favorite styles! This is a chance to make your </span><strong data-mce-fragment=""1"">statement</strong><span data-mce-fragment=""1""> and see yourself through a <strong>polished</strong> smooth surface of what you </span><strong data-mce-fragment=""1"">love</strong><span data-mce-fragment=""1"">! </span>
</div>
<div style=""text-align: center;""><span data-mce-fragment=""1""></span></div>
<div style=""text-align: center;""><span data-mce-fragment=""1"">Mirror Exhibit products are like no other. </span></div>",MirrorExhibit,,Misc,"Apparel, Art, Bathrooms, Brand, Clothing, Decor, Definition, Definitions, Drive, Garage, Gimmick, High Fashion, Home, Luxury, Mirror, Misc, Modern, Motivational, Office, Positive, Quotes, Reference, Shoes, Wall Art",true,Size,"Small - 12"" x 12""",,Frame,Metal,,,,,,2267.96185,,0,continue,manual,139.00,189.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/WhitebackgroundMirror_washhands_vertical.png?v=1693283630,1,"",false,,,,,,,,,,,,,,,,,,lb,,42.00,true,,,true,,,active
wash-your-hands,,,,,,,,,"Small - 12"" x 12""",,,Wood,,,,,,2267.96185,,0,continue,manual,179.00,239.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/LivingAreaMirror_washhands_vertical.png?v=1693283630,2,"",,,,,,,,,,,,,,,,,,,lb,,55.00,,,,,,,
wash-your-hands,,,,,,,,,"Medium  - 24"" x 18""",,,Metal,,,,,,6803.88555,,0,continue,manual,309.00,389.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/OfficeAreaMirror_washhands_vertical.png?v=1693283630,3,"",,,,,,,,,,,,,,,,,,,lb,,72.00,,,,,,,
wash-your-hands,,,,,,,,,"Medium  - 24"" x 18""",,,Wood,,,,,,6803.88555,,0,continue,manual,359.00,429.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/BathroomMirror_washhands_vertical.png?v=1693283630,4,"",,,,,,,,,,,,,,,,,,,lb,,86.00,,,,,,,
wash-your-hands,,,,,,,,,"Large - 36"" x 24""",,,Metal,,,,,,4535.9237,,0,continue,manual,439.00,539.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,107.00,,,,,,,
wash-your-hands,,,,,,,,,"Large - 36"" x 24""",,,Wood,,,,,,4535.9237,,0,continue,manual,499.00,599.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,127.00,,,,,,,
success,Success,"<div style=""text-align: center;"">
<span data-mce-fragment=""1"">A true appreciation of </span><strong data-mce-fragment=""1"">mirror wall art</strong><span data-mce-fragment=""1""> of your personal favorite styles! This is a chance to make your </span><strong data-mce-fragment=""1"">statement</strong><span data-mce-fragment=""1""> and see yourself through a <strong>polished</strong> smooth surface of what you </span><strong data-mce-fragment=""1"">love</strong><span data-mce-fragment=""1"">! </span>
</div>
<div style=""text-align: center;""><span data-mce-fragment=""1""></span></div>
<div style=""text-align: center;""><span data-mce-fragment=""1"">Mirror Exhibit products are like no other. </span></div>",MirrorExhibit,,Misc,"Apparel, Art, Bathrooms, Brand, Clothing, Decor, Definition, Definitions, Drive, Garage, Gimmick, High Fashion, Home, Luxury, Mirror, Misc, Modern, Motivational, Office, Positive, Quotes, Reference, Shoes, Wall Art",true,Size,"Small - 12"" x 12""",,Frame,Metal,,,,,,2267.96185,,0,continue,manual,139.00,189.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Whitebackground_Mirror_success.png?v=1693283548,1,"",false,,,,,,,,,,,,,,,,,,lb,,42.00,true,,,true,,,active
success,,,,,,,,,"Small - 12"" x 12""",,,Wood,,,,,,2267.96185,,0,continue,manual,179.00,239.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Livingarea_Mirror_success.png?v=1693283548,2,"",,,,,,,,,,,,,,,,,,,lb,,55.00,,,,,,,
success,,,,,,,,,"Medium  - 24"" x 18""",,,Metal,,,,,,6803.88555,,0,continue,manual,309.00,389.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Officearea_Mirror_success.png?v=1693283548,3,"",,,,,,,,,,,,,,,,,,,lb,,72.00,,,,,,,
success,,,,,,,,,"Medium  - 24"" x 18""",,,Wood,,,,,,6803.88555,,0,continue,manual,359.00,429.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/BathroomMirror_success.png?v=1693283548,4,"",,,,,,,,,,,,,,,,,,,lb,,86.00,,,,,,,
success,,,,,,,,,"Large - 36"" x 24""",,,Metal,,,,,,4535.9237,,0,continue,manual,439.00,539.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,107.00,,,,,,,
success,,,,,,,,,"Large - 36"" x 24""",,,Wood,,,,,,4535.9237,,0,continue,manual,499.00,599.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,127.00,,,,,,,
strength,Strength,"<div style=""text-align: center;"">
<span data-mce-fragment=""1"">A true appreciation of </span><strong data-mce-fragment=""1"">mirror wall art</strong><span data-mce-fragment=""1""> of your personal favorite styles! This is a chance to make your </span><strong data-mce-fragment=""1"">statement</strong><span data-mce-fragment=""1""> and see yourself through a <strong>polished</strong> smooth surface of what you </span><strong data-mce-fragment=""1"">love</strong><span data-mce-fragment=""1"">! </span>
</div>
<div style=""text-align: center;""><span data-mce-fragment=""1""></span></div>
<div style=""text-align: center;""><span data-mce-fragment=""1"">Mirror Exhibit products are like no other. </span></div>",MirrorExhibit,,Misc,"Apparel, Art, Bathrooms, Brand, Clothing, Decor, Definition, Definitions, Drive, Garage, Gimmick, High Fashion, Home, Luxury, Mirror, Misc, Modern, Motivational, Office, Positive, Quotes, Reference, Shoes, Wall Art",true,Size,"Small - 12"" x 12""",,Frame,Metal,,,,,,2267.96185,,0,continue,manual,139.00,189.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Whitebackground_Mirror_strength.png?v=1693283508,1,"",false,,,,,,,,,,,,,,,,,,lb,,42.00,true,,,true,,,active
strength,,,,,,,,,"Small - 12"" x 12""",,,Wood,,,,,,2267.96185,,0,continue,manual,179.00,239.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Livingarea_Mirror_strength.png?v=1693283508,2,"",,,,,,,,,,,,,,,,,,,lb,,55.00,,,,,,,
strength,,,,,,,,,"Medium  - 24"" x 18""",,,Metal,,,,,,6803.88555,,0,continue,manual,309.00,389.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Officearea_Mirror_strength.png?v=1693283508,3,"",,,,,,,,,,,,,,,,,,,lb,,72.00,,,,,,,
strength,,,,,,,,,"Medium  - 24"" x 18""",,,Wood,,,,,,6803.88555,,0,continue,manual,359.00,429.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/BathroomMirror_strength.png?v=1693283508,4,"",,,,,,,,,,,,,,,,,,,lb,,86.00,,,,,,,
strength,,,,,,,,,"Large - 36"" x 24""",,,Metal,,,,,,4535.9237,,0,continue,manual,439.00,539.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,107.00,,,,,,,
strength,,,,,,,,,"Large - 36"" x 24""",,,Wood,,,,,,4535.9237,,0,continue,manual,499.00,599.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,127.00,,,,,,,
soulmate,Soulmate,"<div style=""text-align: center;"">
<span data-mce-fragment=""1"">A true appreciation of </span><strong data-mce-fragment=""1"">mirror wall art</strong><span data-mce-fragment=""1""> of your personal favorite styles! This is a chance to make your </span><strong data-mce-fragment=""1"">statement</strong><span data-mce-fragment=""1""> and see yourself through a <strong>polished</strong> smooth surface of what you </span><strong data-mce-fragment=""1"">love</strong><span data-mce-fragment=""1"">! </span>
</div>
<div style=""text-align: center;""><span data-mce-fragment=""1""></span></div>
<div style=""text-align: center;""><span data-mce-fragment=""1"">Mirror Exhibit products are like no other. </span></div>",MirrorExhibit,,Misc,"Apparel, Art, Bathrooms, Brand, Clothing, Decor, Definition, Definitions, Drive, Garage, Gimmick, High Fashion, Home, Luxury, Mirror, Misc, Modern, Motivational, Office, Positive, Quotes, Reference, Shoes, Wall Art",true,Size,"Small - 12"" x 12""",,Frame,Metal,,,,,,2267.96185,,0,continue,manual,139.00,189.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Whitebackground_Mirror_soulmate.png?v=1693283464,1,"",false,,,,,,,,,,,,,,,,,,lb,,42.00,true,,,true,,,active
soulmate,,,,,,,,,"Small - 12"" x 12""",,,Wood,,,,,,2267.96185,,0,continue,manual,179.00,239.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Livingarea_Mirror_soulmate.png?v=1693283464,2,"",,,,,,,,,,,,,,,,,,,lb,,55.00,,,,,,,
soulmate,,,,,,,,,"Medium  - 24"" x 18""",,,Metal,,,,,,6803.88555,,0,continue,manual,309.00,389.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Officearea_Mirror_soulmate.png?v=1693283464,3,"",,,,,,,,,,,,,,,,,,,lb,,72.00,,,,,,,
soulmate,,,,,,,,,"Medium  - 24"" x 18""",,,Wood,,,,,,6803.88555,,0,continue,manual,359.00,429.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/BathroomMirror_soulmate.png?v=1693283464,4,"",,,,,,,,,,,,,,,,,,,lb,,86.00,,,,,,,
soulmate,,,,,,,,,"Large - 36"" x 24""",,,Metal,,,,,,4535.9237,,0,continue,manual,439.00,539.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,107.00,,,,,,,
soulmate,,,,,,,,,"Large - 36"" x 24""",,,Wood,,,,,,4535.9237,,0,continue,manual,499.00,599.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,127.00,,,,,,,
sister-1,Sister,"<div style=""text-align: center;"">
<span data-mce-fragment=""1"">A true appreciation of </span><strong data-mce-fragment=""1"">mirror wall art</strong><span data-mce-fragment=""1""> of your personal favorite styles! This is a chance to make your </span><strong data-mce-fragment=""1"">statement</strong><span data-mce-fragment=""1""> and see yourself through a <strong>polished</strong> smooth surface of what you </span><strong data-mce-fragment=""1"">love</strong><span data-mce-fragment=""1"">! </span>
</div>
<div style=""text-align: center;""><span data-mce-fragment=""1""></span></div>
<div style=""text-align: center;""><span data-mce-fragment=""1"">Mirror Exhibit products are like no other. </span></div>",MirrorExhibit,,Misc,"Apparel, Art, Bathrooms, Brand, Clothing, Decor, Definition, Definitions, Drive, Garage, Gimmick, High Fashion, Home, Luxury, Mirror, Misc, Modern, Motivational, Office, Positive, Quotes, Reference, Shoes, Wall Art",true,Size,"Small - 12"" x 12""",,Frame,Metal,,,,,,2267.96185,,0,continue,manual,139.00,189.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Whitebackground_Mirror_sis_26b3739e-ba4f-4586-9f76-f1d264da110d.png?v=1693283421,1,"",false,,,,,,,,,,,,,,,,,,lb,,42.00,true,,,true,,,active
sister-1,,,,,,,,,"Small - 12"" x 12""",,,Wood,,,,,,2267.96185,,0,continue,manual,179.00,239.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Officearea_Mirror_sis_2bd469bb-3b64-4e3b-a548-ce6ff861fcb0.png?v=1693283421,2,"",,,,,,,,,,,,,,,,,,,lb,,55.00,,,,,,,
sister-1,,,,,,,,,"Medium  - 24"" x 18""",,,Metal,,,,,,6803.88555,,0,continue,manual,309.00,389.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Livingarea_Mirror_sis_6656abec-347b-4ae4-a06e-d1a0bc369b2b.png?v=1693283421,3,"",,,,,,,,,,,,,,,,,,,lb,,72.00,,,,,,,
sister-1,,,,,,,,,"Medium  - 24"" x 18""",,,Wood,,,,,,6803.88555,,0,continue,manual,359.00,429.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/BathroomMirror_sis_8e9d31fa-f53d-4ded-9879-69a2aeabc15e.png?v=1693283421,4,"",,,,,,,,,,,,,,,,,,,lb,,86.00,,,,,,,
sister-1,,,,,,,,,"Large - 36"" x 24""",,,Metal,,,,,,4535.9237,,0,continue,manual,439.00,539.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,107.00,,,,,,,
sister-1,,,,,,,,,"Large - 36"" x 24""",,,Wood,,,,,,4535.9237,,0,continue,manual,499.00,599.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,127.00,,,,,,,
sister,Sister,"<div style=""text-align: center;"">
<span data-mce-fragment=""1"">A true appreciation of </span><strong data-mce-fragment=""1"">mirror wall art</strong><span data-mce-fragment=""1""> of your personal favorite styles! This is a chance to make your </span><strong data-mce-fragment=""1"">statement</strong><span data-mce-fragment=""1""> and see yourself through a <strong>polished</strong> smooth surface of what you </span><strong data-mce-fragment=""1"">love</strong><span data-mce-fragment=""1"">! </span>
</div>
<div style=""text-align: center;""><span data-mce-fragment=""1""></span></div>
<div style=""text-align: center;""><span data-mce-fragment=""1"">Mirror Exhibit products are like no other. </span></div>",MirrorExhibit,,Misc,"Apparel, Art, Bathrooms, Brand, Clothing, Decor, Definition, Definitions, Drive, Garage, Gimmick, High Fashion, Home, Luxury, Mirror, Misc, Modern, Motivational, Office, Positive, Quotes, Reference, Shoes, Wall Art",true,Size,"Small - 12"" x 12""",,Frame,Metal,,,,,,2267.96185,,0,continue,manual,139.00,189.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Whitebackground_Mirror_sis.png?v=1693283369,1,"",false,,,,,,,,,,,,,,,,,,lb,,42.00,true,,,true,,,active
sister,,,,,,,,,"Small - 12"" x 12""",,,Wood,,,,,,2267.96185,,0,continue,manual,179.00,239.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Livingarea_Mirror_sis.png?v=1693283369,2,"",,,,,,,,,,,,,,,,,,,lb,,55.00,,,,,,,
sister,,,,,,,,,"Medium  - 24"" x 18""",,,Metal,,,,,,6803.88555,,0,continue,manual,309.00,389.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/BathroomMirror_sis.png?v=1693283369,3,"",,,,,,,,,,,,,,,,,,,lb,,72.00,,,,,,,
sister,,,,,,,,,"Medium  - 24"" x 18""",,,Wood,,,,,,6803.88555,,0,continue,manual,359.00,429.00,true,true,,https://cdn.shopify.com/s/files/1/0551/2554/1034/files/Officearea_Mirror_sis.png?v=1693283369,4,"",,,,,,,,,,,,,,,,,,,lb,,86.00,,,,,,,
sister,,,,,,,,,"Large - 36"" x 24""",,,Metal,,,,,,4535.9237,,0,continue,manual,439.00,539.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,107.00,,,,,,,
sister,,,,,,,,,"Large - 36"" x 24""",,,Wood,,,,,,4535.9237,,0,continue,manual,499.00,599.00,true,true,,,,,,,,,,,,,,,,,,,,,,,lb,,127.00,,,,,,,
